issue,id,reporter,closed_by,created_at,updated_at,closed_at,state,assignee,milestone,comments,label_name,url,title,body
vtsuperdarn/davitpy#233,146336223,w2naf,,2016-04-06 14:41:45,2016-06-27 15:48:27,None,open,asreimer,,5,enhancement;question,https://api.github.com/repos/vtsuperdarn/davitpy/issues/233,b'SuperDARN Data Plotting Notebook and Underlying Functions',"b""Hi, guys.\r\n\r\nNice job on the new release! I'm just starting to use the new code now.\r\n\r\nI found that some of the changes break things in the SuperDARN Data Plotting Notebook (https://github.com/vtsuperdarn/davitpy/blob/35c3de481ff4a12699401b390d7d4e387592ead9/docs/notebook/SuperDARN%20Data%20Plotting.ipynb). I tried fixing some of these problems myself last night, but ran into some issues I want to get feedback on before changing anything.\r\n\r\nThe main problem is that the figure keyword was removed from plotting.rti.plot_rti() (https://github.com/vtsuperdarn/davitpy/blob/35c3de481ff4a12699401b390d7d4e387592ead9/davitpy/pydarn/plotting/rti.py#L87). It looks like this was done because the new code loops through a frequency band filter and is then supposed to return a list of figures.\r\n- I personally advocate against this, as I think these plotting routines should just return a single object. That sort of looping should be done in a user-level script or a wrapper.\r\n- If we do want to keep this functionality, then there are some issues in plot_rti() we need to fix.\r\n\r\nNext, the overlay of potential contours is now broken. I think this is because of bug in matplotlib.ticker.LinearLocator(), and filed and issue regarding that here: https://github.com/matplotlib/matplotlib/issues/6270\r\n\r\nThanks,\r\nNathaniel"""
vtsuperdarn/davitpy#262,161349523,MuhammadVT,,2016-06-21 04:57:20,2016-07-11 21:17:16,None,open,,,6,,https://api.github.com/repos/vtsuperdarn/davitpy/issues/262,b'fix the SuperDARN_Data_plotting.ipynb',"b'This pull request fixes SuperDARN Data Plotting.ipynb\r\n\r\nTo text this pull request,  run SuperDARN Data Plotting.ipynb with the current develop branch and after installing this pull request. \r\n\r\nThe convection plot in the last part of the notebook may not work as mention in #233 due to the bug in https://github.com/matplotlib/matplotlib/issues/6270, which is reported by @w2naf . The is fixed in \r\nhttps://github.com/matplotlib/matplotlib/pull/6425, however, the bugfix  has not been merged into the current matplotlib master branch. If you want to get the convection mat plot work you may do the following:\r\n\r\ngit clone git@github.com:matplotlib/matplotlib.git\r\ncd matplotlib\r\ngit fetch\r\ngit checkout -b v1.5.x origin/v1.5.x\r\nsudo pip install -e .\r\n\r\n\r\nJust in case if the figure does not show up in the ipython console, then you may check ....../matplotlib/lib/matplotlib/mpl-data and change  backend      : %(backend)s into\r\nbackend      : Qt4Agg'"
mwaskom/seaborn#557,75684396,tritemio,mwaskom,2015-05-12 17:56:29,2015-05-15 04:37:07,2015-05-15 04:37:07,closed,,,9,,https://api.github.com/repos/mwaskom/seaborn/issues/557,"b""Marker 'o' irregular shape""","b""Hi,\r\n\r\nAfter importing seaborn using the `'o'` marker resutls in non-round marker shape. For example:\r\n\r\n    plt.plot([1,2,3,4], [3,1,2,4], 'o')\r\n\r\nGives this in pure matplotlib:\r\n\r\n![image](https://cloud.githubusercontent.com/assets/4156237/7594442/78914c8a-f895-11e4-92c0-1f4ae3751425.png)\r\n\r\nAnd this after importing seaborn:\r\n![image](https://cloud.githubusercontent.com/assets/4156237/7594450/7faa36c6-f895-11e4-9a4c-c4415db9236a.png)\r\n"""
mwaskom/seaborn#508,67626281,anntzer,mwaskom,2015-04-10 16:00:16,2015-05-06 21:00:27,2015-05-02 19:35:44,closed,,,6,,https://api.github.com/repos/mwaskom/seaborn/issues/508,"b'seaborn.tsplot and matplotlib\'s ""Curve lines and axes parameters"" editor'","b'Currently, trying to edit curve lines and axes parameters (the checkbox with a green tick on the matplotlib toolbar) for a `seaborn.tsplot` fails with the following traceback:\r\n```\r\n$ ipython --pylab\r\nPython 3.4.3 (default, Mar 25 2015, 17:13:50) \r\nType ""copyright"", ""credits"" or ""license"" for more information.\r\n\r\nIPython 3.0.0 -- An enhanced Interactive Python.\r\n?         -> Introduction and overview of IPython\'s features.\r\n%quickref -> Quick reference.\r\nhelp      -> Python\'s own help system.\r\nobject?   -> Details about \'object\', use \'object??\' for extra details.\r\nromUsing matplotlib backend: Qt5Agg\r\nUsing matplotlib backend: Qt5Agg\r\n se\r\nIn [1]: from seaborn import *; tsplot([1, 2])\r\nOut[1]: <matplotlib.axes._subplots.AxesSubplot at 0x7f0262043d30>\r\n# <------ click on green tick\r\nIn [2]: Traceback (most recent call last):\r\n  File ""/usr/lib/python3.4/site-packages/matplotlib/backends/backend_qt5.py"", line 653, in edit_parameters\r\n    figureoptions.figure_edit(axes, self)\r\n  File ""/usr/lib/python3.4/site-packages/matplotlib/backends/qt_editor/figureoptions.py"", line 146, in figure_edit\r\n    apply=apply_callback)\r\n  File ""/usr/lib/python3.4/site-packages/matplotlib/backends/qt_editor/formlayout.py"", line 510, in fedit\r\n    dialog = FormDialog(data, title, comment, icon, parent, apply)\r\n  File ""/usr/lib/python3.4/site-packages/matplotlib/backends/qt_editor/formlayout.py"", line 416, in __init__\r\n    parent=self)\r\n  File ""/usr/lib/python3.4/site-packages/matplotlib/backends/qt_editor/formlayout.py"", line 389, in __init__\r\n    if len(data[0]) == 3:\r\nIndexError: list index out of range\r\n\r\nIf you suspect this is an IPython bug, please report it at:\r\n    https://github.com/ipython/ipython/issues\r\nor send an email to the mailing list at ipython-dev@scipy.org\r\n\r\nYou can print a more detailed traceback right now with ""%tb"", or use ""%debug""\r\nto interactively debug it.\r\n\r\nExtra-detailed tracebacks for bug-reporting purposes can be enabled via:\r\n    %config Application.verbose_crash=True\r\n```\r\n\r\nIt is not clear to me whether the issue is on matplotlib\'s side or on seaborn\'s side, so this is crossposted as matplotlib/matplotlib#4323.\r\n\r\n[Edit: Added full invocation trace, per @mwaskom comment below.]'"
numpy/numpy#5755,67130984,OceanWolf,,2015-04-08 13:31:58,2015-04-08 16:42:25,None,open,,,5,,https://api.github.com/repos/numpy/numpy/issues/5755,b'numpy.MachAr does not allow for denormals',"b'Using numpy 1.8.2 on python 2.7.9, the return value of ``MachAr.xmin`` does not take into consideration of denormals, getting a value of ``e-308`` (see below), but much lower values exist for floats in the form of denormals.\r\n \r\n```python\r\nIn [1]: import numpy as np\r\n\r\nIn [2]: np.MachAr(float).xmin\r\nOut[2]: 2.2250738585072014e-308\r\n```\r\n'"
mwaskom/seaborn#519,69862999,mdickinson,mdickinson,2015-04-21 14:35:47,2015-04-21 15:50:14,2015-04-21 15:29:08,closed,,,8,,https://api.github.com/repos/mwaskom/seaborn/issues/519,b'Disappearing scatter point edges in FacetGrid scatter plot.',"b'When doing a scatter plot in a `FacetGrid`, the scatter point edges show up for me randomly around 50% of the time.  I have `PYTHONHASHSEED=random` set, so I suspect that this is a result of a dictionary-order dependence somewhere in either the matplotlib or the Seaborn code.  (I\'m aware that this could very well turn out to be a matplotlib bug, but so far I\'ve been unable to reproduce the effect with just matplotlib.)\r\n\r\nHere\'s a minimal working example, cut down from something more real:\r\n\r\n```python\r\nimport matplotlib.pyplot as plt\r\nimport pandas as pd\r\nimport seaborn as sns\r\n\r\ndf = pd.DataFrame(\r\n    [\r\n        [1, 2, ""class A""],\r\n        [4, 5, ""class B""],\r\n        [7, 8, ""class B""],\r\n        [1.05, 2.05, ""class A""],\r\n    ],\r\n    columns=[\'A\', \'B\', \'C\'],\r\n)\r\n\r\ng = sns.FacetGrid(df, hue=""C"", size=6)\r\ng.map(plt.scatter, ""A"", ""B"", s=200, linewidth=1.0, edgecolor=""black"")\r\ng.add_legend()\r\nplt.show()\r\n```\r\n\r\nWhen I run this code from the command line with `PYTHONHASHSEED=random python plot_bug.py`, I see one of two possible results, more-or-less at random.  Sometimes the individual scatter points have a black border, as expected ...\r\n![screen shot 2015-04-21 at 15 32 53](https://cloud.githubusercontent.com/assets/662003/7254562/c92251b8-e83b-11e4-9b7e-1dc0994f2680.png)\r\n... and sometimes they don\'t, which makes the individual points hard to distinguish from each other ...\r\n![screen shot 2015-04-21 at 15 33 08](https://cloud.githubusercontent.com/assets/662003/7254569/dd11b9ca-e83b-11e4-95c9-6aa4656f6c6f.png)\r\n\r\n[Version information: Python 2.7.6, matplotlib 1.4.3, Seaborn 0.5.1, Pandas 0.16, OS X 10.9.5]'"
ipython/ipython#7351,53106148,beojan,minrk,2014-12-30 10:20:09,2015-01-15 17:12:37,2015-01-15 17:12:37,closed,,3.0,8,bug;notebook,https://api.github.com/repos/ipython/ipython/issues/7351,b'nbagg shows no image',"b'When using the nbagg backend, the interactive widgets appear, but the plot itself does not, and the message\r\n`[IPKernelApp] ERROR | No such comm: c795df2a293345a1ae3237c0f203d6d3`\r\nis printed to the terminal.\r\n\r\n'"
tonysyu/mpltools#23,43017592,marcusps,,2014-09-17 14:26:08,2014-09-27 14:21:52,None,open,,,2,,https://api.github.com/repos/tonysyu/mpltools/issues/23,b'Diamonds in Hinton diagrams instead of squares',"b'Hinton diagrams are suddenly using diamonds instead of squares.\r\n\r\n```python\r\nIn [24]: mpltools.special.hinton(numpy.random.randn(10,10))\r\n```\r\n![image](https://cloud.githubusercontent.com/assets/232049/4305091/22541caa-3e76-11e4-8a9b-9f4632497d29.png)\r\n\r\nUsing my own `mpltools` build from binstar, which can be found [here](https://binstar.org/marcusps/mpltools) (it just pulls the latest mpltools form github)'"
aplpy/aplpy#212,42721257,astrofrog,astrofrog,2014-09-14 14:06:37,2014-11-05 21:52:05,2014-11-05 21:52:05,closed,,,1,,https://api.github.com/repos/aplpy/aplpy/issues/212,b'Fix compatibility with Matplotlib 1.4',b'Matplotlib 1.4 has a bug that means that some of the output images are lacking major ticks on the top axis - see https://github.com/matplotlib/matplotlib/issues/3514 for details.\r\n\r\nThis is a reminder to implement a workaround for this. In the mean time I will force Travis to use 1.3.1'
travis-ci/travis-ci#2726,41364346,jluttine,jluttine,2014-08-28 08:01:09,2016-06-03 15:39:05,2014-09-01 10:37:41,closed,,,6,,https://api.github.com/repos/travis-ci/travis-ci/issues/2726,b'No output has been received in the last 10 minutes',"b'I get the following error nowadays:\r\n\r\n""No output has been received in the last 10 minutes, this potentially indicates a stalled build or something wrong with the build itself.\r\nThe build has been terminated""\r\n\r\nThis has been happening for a few days and did not happen before. I haven\'t change anything in my code, just some ReST doc files. Complete log:\r\nhttps://s3.amazonaws.com/archive.travis-ci.org/jobs/33701092/log.txt\r\n\r\nMy two builds stop at different times, suggesting that the problem is not in the package that was being installed during the stop failure. The log of the other build:\r\nhttps://s3.amazonaws.com/archive.travis-ci.org/jobs/33701093/log.txt\r\n\r\nI have tried restarting the job several times but it doesn\'t help. What could be wrong? Is the problem in Travis-CI or somewhere else? Everything works on my own computer.'"
