issue,id,reporter,closed_by,created_at,updated_at,closed_at,state,assignee,milestone,comments,label_name,url,title,body
9648,161571071,fperez,Carreau,2016-06-22 00:42:41,2016-06-24 19:05:30,2016-06-24 19:05:30,closed,,5.0,3,bug;regression,https://api.github.com/repos/ipython/ipython/issues/9648,"b""`--colors` flag seems to be ignored, `%colors` doesn't work""","b""See:\r\n\r\n![image](https://cloud.githubusercontent.com/assets/57394/16251033/6a34f510-37d7-11e6-9092-29fe74cf605c.png)\r\n\r\nI can't seem to get the no-color or LightBG schemes to work. I know there's a new color system in place, but\r\n\r\na) the old ones should be grandfathered in and still work\r\nb) nocolor should still be available\r\nc) the `%colors` magic still only lists the old ones and doesn't actually work."""
9539,158493368,stonebig,minrk,2016-06-04 07:54:28,2016-06-08 16:54:40,2016-06-06 19:48:44,closed,,5.0,4,bug,https://api.github.com/repos/ipython/ipython/issues/9539,b'problem in jupyter_qtconsole with ipython5.0b1',"b'I get this error trying to launch jupyter-qtconsole:\r\n![ipython5_pb2](https://cloud.githubusercontent.com/assets/4312421/15798478/52a6f290-2a3a-11e6-9c27-7b856de44eb1.png)\r\n\r\nconfig:\r\nconfig: windows7/Python3.5.1 32 bit, and:\r\nadodbapi (2.6.0.7)\r\nalabaster (0.7.8)\r\nastroid (1.4.5)\r\nastroML (0.3)\r\nBabel (2.3.2)\r\nbackports-abc (0.4)\r\nbaresql (0.7.3)\r\nbcolz (1.0.0)\r\nbeautifulsoup4 (4.4.1)\r\nblaze (0.10.1)\r\nblosc (1.3.2)\r\nbloscpack (0.9.0)\r\nbokeh (0.11.1)\r\nboto3 (1.3.1)\r\nbotocore (1.4.24)\r\nBottleneck (1.0.0)\r\nbqplot (0.6.1)\r\nbrewer2mpl (1.4.1)\r\ncastra (0.1.7)\r\ncertifi (2016.2.28)\r\ncffi (1.6.0)\r\nclick (6.6)\r\ncloudpickle (0.2.1)\r\ncolorama (0.3.7)\r\nCommonMark (0.5.4)\r\ncvxopt (1.1.7)\r\ncx-Freeze (4.3.4)\r\ncycler (0.10.0)\r\ncyordereddict (1.0.0)\r\nCython (0.24)\r\ncytoolz (0.8.0)\r\ndask (0.9.0)\r\ndatashape (0.5.2)\r\ndb.py (0.4.4)\r\ndecorator (4.0.7)\r\ndill (0.2.5)\r\ndistributed (1.10.2)\r\ndocopt (0.6.2)\r\ndocrepr (0.1.0)\r\ndocutils (0.12)\r\nemcee (2.1.0)\r\nentrypoints (0.2.2)\r\nfasteners (0.14.1)\r\nFlask (0.11)\r\nFlask-Cors (2.1.2)\r\nformlayout (1.1.0)\r\ngeopy (1.11.0)\r\ngreenlet (0.4.9)\r\nguidata (1.7.5)\r\nguiqwt (3.0.2)\r\nh5py (2.6.0)\r\nholoviews (1.5.0)\r\nhtml5lib (0.9999999)\r\nhusl (4.0.3)\r\nidlex (1.13)\r\nimagesize (0.7.1)\r\nipykernel (4.3.1)\r\nipyleaflet (0.2.0)\r\nipyparallel (5.0.1)\r\nipython (5.0.0b1)\r\nipython-genutils (0.1.0)\r\nipython-sql (0.3.7.1)\r\nipywidgets (5.1.5)\r\nitsdangerous (0.24)\r\njedi (0.9.0)\r\nJinja2 (2.8)\r\njmespath (0.9.0)\r\njoblib (0.9.4)\r\njsonschema (2.5.1)\r\njulia (0.1.1.8)\r\njupyter (1.0.0)\r\njupyter-client (4.2.2)\r\njupyter-console (4.1.1)\r\njupyter-core (4.1.0)\r\nKeras (1.0.3)\r\nLasagne (0.2.dev1)\r\nlazy-object-proxy (1.2.2)\r\nllvmlite (0.11.0)\r\nlmfit (0.9.3)\r\nlocket (0.2.0)\r\nlxml (3.6.0)\r\nMarkdown (2.6.6)\r\nMarkupSafe (0.23)\r\nmatplotlib (1.5.2rc2)\r\nmistune (0.7.2)\r\nmkl-service (1.1.2)\r\nmonotonic (1.1)\r\nmpld3 (0.2)\r\nmpmath (0.19)\r\nmsgpack-python (0.4.7)\r\nmultipledispatch (0.4.8)\r\nmysql-connector-python (2.0.4)\r\nnbconvert (4.2.0)\r\nnbformat (4.0.1)\r\nnbsphinx (0.2.8)\r\nnetCDF4 (1.2.4)\r\nnetworkx (1.11)\r\nnltk (3.2.1)\r\nnose (1.3.7)\r\nnotebook (4.2.1)\r\nnumba (0.26.0)\r\nnumexpr (2.6.0)\r\nnumpy (1.10.4)\r\nnumpydoc (0.6.0)\r\noct2py (3.5.7)\r\nodo (0.5.0)\r\npandas (0.18.1)\r\npandas-datareader (0.2.0)\r\nparam (1.3.2)\r\npartd (0.3.3)\r\npatsy (0.4.1)\r\npep8 (1.7.0)\r\npg8000 (1.10.5)\r\npickleshare (0.7.2)\r\nPillow (3.2.0)\r\npip (8.1.2)\r\npkginfo (1.3.2)\r\nprettytable (0.7.2)\r\nprompt-toolkit (1.0.0)\r\npsutil (4.2.0)\r\nptpython (0.34)\r\nPuLP (1.6.1)\r\npy (1.4.31)\r\nPyAudio (0.2.9)\r\npybars3 (0.9.1)\r\npycparser (2.14)\r\npyflakes (1.2.3)\r\nPygments (2.1.3)\r\npylint (1.5.5)\r\npymc (2.3.6)\r\npymc3 (3.0)\r\nPyMeta3 (0.5.1)\r\npymongo (3.2.2)\r\npyodbc (3.0.10)\r\nPyOpenGL (3.1.1)\r\npyparsing (2.1.4)\r\nPyQt4 (4.11.4)\r\nPyQtdesignerplugins (1.1)\r\npyqtgraph (0.9.10)\r\nPyQwt (5.2.1)\r\npyreadline (2.1)\r\npyserial (3.1)\r\npystache (0.5.4)\r\npytest (2.9.1)\r\npython-dateutil (2.5.3)\r\npython-hdf4 (0.9)\r\npythonnet (2.1.0)\r\nPythonQwt (0.5.5)\r\npytz (2016.4)\r\npywin32 (220.1)\r\nPyYAML (3.11)\r\npyzmq (15.2.0)\r\nQtAwesome (0.3.3)\r\nqtconsole (4.2.1)\r\nQtPy (1.0.2)\r\nrecommonmark (0.4.0)\r\nredis (2.10.5)\r\nreportlab (3.3.0)\r\nrequests (2.10.0)\r\nrequests-toolbelt (0.6.2)\r\nrope-py3k (0.9.4.post1)\r\nrpy2 (2.7.8)\r\nRx (1.5.2)\r\ns3fs (0.0.5)\r\nscikit-image (0.12.3)\r\nscikit-learn (0.17.1)\r\nscikit-neuralnetwork (0.7)\r\nscilab2py (0.6)\r\nscipy (0.17.1)\r\nseaborn (0.7.0)\r\nsetuptools (21.2.2)\r\nsimplegeneric (0.8.1)\r\nsimplejson (3.8.2)\r\nsix (1.10.0)\r\nsnowballstemmer (1.2.1)\r\nSphinx (1.4.2)\r\nsphinx-rtd-theme (0.1.9)\r\nspyder (3.0.0.dev0)\r\nSQLAlchemy (1.0.13)\r\nsqlite-bro (0.8.11)\r\nsqlparse (0.1.19)\r\nstatsmodels (0.6.1)\r\nsympy (1.0)\r\ntables (3.2.2)\r\ntblib (1.3.0)\r\nTheano (0.8.2)\r\ntoolz (0.8.0)\r\ntornado (4.3)\r\ntraitlets (4.2.1)\r\ntwine (1.6.5)\r\ntwitter (1.17.1)\r\nViTables (2.1)\r\nwcwidth (0.1.6)\r\nWerkzeug (0.11.10)\r\nwheel (0.29.0)\r\nwidgetsnbextension (1.2.3)\r\nwinpython (1.6.20160531)\r\nwordcloud (1.2.1)\r\nwrapt (1.10.8)\r\nxarray (0.7.2)\r\nxlrd (0.9.4)\r\nXlsxWriter (0.8.7)\r\nzarr (1.0.0)'"
9391,147976419,fperez,minrk,2016-04-13 07:48:17,2016-04-27 00:47:50,2016-04-14 14:49:27,closed,,5.0,7,bug;regression,https://api.github.com/repos/ipython/ipython/issues/9391,"b""Can't quit `less` without using Ctrl-C: pager quit is effectively broken.""","b'If I run `!less <somefile>`, issuing `q` fails to quit it. I have to issue `Ctrl-C` to quit.  This is pretty problematic since `less` is used by the pager for long output.'"
9390,147976070,fperez,takluyver,2016-04-13 07:46:16,2016-04-14 08:21:06,2016-04-13 19:23:21,closed,,no action,11,bug;regression,https://api.github.com/repos/ipython/ipython/issues/9390,b'Terminal auto-scrolls with long input',"b'It seems after the introduction of the new prompt-toolkit machinery, the terminal automatically scrolls up, always leaving a few blank lines at the bottom.  This is different from how both the shell and previous IPython worked, and effectively wastes useful vertical space:\r\n\r\n![image](https://cloud.githubusercontent.com/assets/57394/14486345/1fc15f70-0111-11e6-9c36-78fac134367c.png)\r\n'"
9379,146469091,brandonwillard,minrk,2016-04-06 23:54:52,2016-04-15 12:09:58,2016-04-15 12:09:58,closed,,5.0,6,bug,https://api.github.com/repos/ipython/ipython/issues/9379,b'TypeError on Shell Completion',"b'I get the following error when attempting tab completion within `ipython` console:\r\n```python\r\nPython 2.7.11+ (default, Mar 30 2016, 21:00:42) \r\nType ""copyright"", ""credits"" or ""license"" for more information.\r\n\r\nIPython 5.0.0.dev -- An enhanced Interactive Python.\r\n?         -> Introduction and overview of IPython\'s features.\r\n%quickref -> Quick reference.\r\nhelp      -> Python\'s own help system.\r\nobject?   -> Details about \'object\', use \'object??\' for extra details.\r\n\r\nIn [1]: dException in thread Thread-7:\r\nTraceback (most recent call last):\r\n  File ""/usr/lib/python2.7/threading.py"", line 801, in __bootstrap_inner\r\n    self.run()\r\n  File ""/usr/lib/python2.7/threading.py"", line 754, in run\r\n    self.__target(*self.__args, **self.__kwargs)\r\n  File ""/usr/local/lib/python2.7/dist-packages/prompt_toolkit/interface.py"", line 742, in run\r\n    completions = list(buffer.completer.get_completions(document, complete_event))\r\n  File ""/home/bwillar0/projects/python/ipython/IPython/terminal/ptshell.py"", line 55, in gets\r\n    m = unicodedata.normalize(\'NFC\', m)\r\nTypeError: normalize() argument 2 must be unicode, not str\r\n```\r\n\r\nChanging line 55 of `ptshell.py` to \r\n```python\r\nm = unicodedata.normalize(\'NFC\', unicode(m))\r\n```\r\nworks fine, but I\'m not sure if that\'s really the problem.  Any ideas?'"
9361,143772426,fperez,minrk,2016-03-27 03:23:37,2016-03-29 15:56:26,2016-03-29 15:56:26,closed,,5.0,2,bug;regression,https://api.github.com/repos/ipython/ipython/issues/9361,"b'Odd, broken buffering of internal messages...'","b""Consider the following session (this is on master, right now at `51fa9ee`):\r\n\r\n```\r\nIn [1]: alias_magic foo\r\n\r\nIn [2]: 1+2\r\nOut[2]: 3\r\n\r\nIn [3]: exit\r\nUsageError: the following arguments are required: targetdenali[~]>\r\n```\r\n\r\nMy call to `alias_magic` was missing one argument, but the error message got completely swallowed (even though it's a print statement inside the `alias_magic` code). It only makes it to stdout at shutdown.  I tried with longer sessions, creating more errors, and they just keep piling up internally until the exit.  Very odd.\r\n\r\nPing @takluyver, I suspect this is also related to the recent ptoolkit work."""
9359,143760946,fperez,takluyver,2016-03-27 00:04:17,2016-04-04 17:01:56,2016-04-04 17:01:56,closed,,5.0,2,bug;regression,https://api.github.com/repos/ipython/ipython/issues/9359,b'Confirm-on-exit broken on master',"b'This is a regression introduced by the new ptshell code, specifically [here](https://github.com/ipython/ipython/blob/master/IPython/terminal/ptshell.py#L260). It should honor the standard `c.TerminalInteractiveShell.confirm_exit = True` flag in `ipython_config.py`.\r\n\r\nPinging @takluyver...'"
9331,141462483,fperez,Carreau,2016-03-17 02:40:06,2016-06-01 20:37:28,2016-06-01 20:37:28,closed,takluyver,5.0,2,bug;regression,https://api.github.com/repos/ipython/ipython/issues/9331,b'Auto-rewrite when autocall is on miscomputes the number of dashes to print and then messes output prompt positioning',"b""Not sure what logic is doing this under the hood, but the problem is pretty obvious:\r\n\r\n```\r\nIn [1]: autocall \r\nAutomatic calling is: Smart\r\n\r\nIn [2]: print 1\r\n-> print(1)\r\n1\r\n\r\nIn [3]: print 1\r\n------------> print(1)\r\n1\r\n\r\nIn [4]: print 1\r\n-----------------------> print(1)\r\n1\r\n```\r\nOn each successive call, more and more dashes get printed (and they aren't the right number even on the first call).  This is certainly a new bug, though I haven't bisected it yet.\r\n\r\nFurthermore, once this has happened, the output prompt ends up mis-positioned:\r\n\r\n```\r\nIn [10]: 3\r\n  Out[10]: 3\r\n```\r\n\r\nMy `sys_info`:\r\n\r\n```\r\nIn [9]: print(sys_info())\r\n{'commit_hash': 'aa586fd',\r\n 'commit_source': 'repository',\r\n 'default_encoding': 'UTF-8',\r\n 'ipython_path': '/Users/fperez/dev/ipython/ipython/IPython',\r\n 'ipython_version': '5.0.0.dev',\r\n 'os_name': 'posix',\r\n 'platform': 'Darwin-15.3.0-x86_64-i386-64bit',\r\n 'sys_executable': '/Users/fperez/usr/conda/bin/python',\r\n 'sys_platform': 'darwin',\r\n 'sys_version': '3.5.1 |Continuum Analytics, Inc.| (default, Dec  7 2015, '\r\n                '11:24:55) \\n'\r\n                '[GCC 4.2.1 (Apple Inc. build 5577)]'}\r\n```"""
9244,134603367,takluyver,minrk,2016-02-18 15:03:01,2016-02-18 15:21:27,2016-02-18 15:21:27,closed,,4.2,0,bug;core,https://api.github.com/repos/ipython/ipython/issues/9244,b'Wrap colour sequences in debugger prompt in marker bytes',b'Readline expects ANSI escapes in the prompt to be wrapped in \\x01 and \\x02 so that it can calculate the width.\r\n\r\nCloses gh-9243'
9114,125125204,youyou015,Carreau,2016-01-06 07:07:00,2016-05-25 19:21:38,2016-05-25 19:21:38,closed,,5.0,10,bug,https://api.github.com/repos/ipython/ipython/issues/9114,b'ipython tab completion always display all possibilities',"b""In IPython interactive shell, when press 'TAB', will show some possibilities according your input, if possibilities are too much, will give question like this:\r\n\r\n    In [1]: from <tab>\r\n    Display all 497 possibilities? (y or n)\r\n\r\nthen you can press 'y' or 'n' to determine whether display them.\r\n\r\n\r\nMy problom is that when I use IPython, the question will be shown but **I never has chance to press any key, it will always show all the possibilities blow**.\r\n\r\nI have tried IPython 2.4.1 and IPython 4.0.1 in different environment (linux & windows), always has this issue, this is very Annoying when use IPython.\r\n\r\nIs this a bug of IPython or any other reasons?"""
