issue,id,reporter,closed_by,created_at,updated_at,closed_at,state,assignee,milestone,comments,label_name,url,title,body
mwaskom/seaborn#909,150578639,gepcel,,2016-04-23 17:40:00,2016-05-21 11:35:55,None,open,,,7,,https://api.github.com/repos/mwaskom/seaborn/issues/909,"b'Got ValueError from clustermap, says ""Valid methods when the raw observations are omitted are \'single\', \'complete\', \'weighted\', and \'average\'""'","b'When I run this:\r\n```python\r\nimport seaborn as sns\r\nsns.clustermap(spe_norm, method=\'ward\')\r\n```\r\n`spe_norm` is from [this file](https://gist.githubusercontent.com/gepcel/4c8c657796a481a78a89754298c408ac/raw/e48d3dcdfaa19f65212106dd64f7e3ecd271f640/spe-norm.csv). I got an error:\r\n```python\r\n---------------------------------------------------------------------------\r\nImportError                               Traceback (most recent call last)\r\nC:\\anaconda\\lib\\site-packages\\seaborn\\matrix.py in calculated_linkage(self)\r\n    563         try:\r\n--> 564             return self._calculate_linkage_fastcluster()\r\n    565         except ImportError:\r\n\r\nC:\\anaconda\\lib\\site-packages\\seaborn\\matrix.py in _calculate_linkage_fastcluster(self)\r\n    543     def _calculate_linkage_fastcluster(self):\r\n--> 544         import fastcluster\r\n    545         # Fastcluster has a memory-saving vectorized version, but only\r\n\r\nImportError: No module named \'fastcluster\'\r\n\r\nDuring handling of the above exception, another exception occurred:\r\n\r\nValueError                                Traceback (most recent call last)\r\n<ipython-input-8-224973069d28> in <module>()\r\n      1 import seaborn as sns\r\n      2 rcParams[\'font.family\'] = \'Noto Sans S Chinese\'\r\n----> 3 sns.clustermap(spe_norm, method=\'ward\')\r\n\r\nC:\\anaconda\\lib\\site-packages\\seaborn\\matrix.py in clustermap(data, pivot_kws, method, metric, z_score, standard_scale, figsize, cbar_kws, row_cluster, col_cluster, row_linkage, col_linkage, row_colors, col_colors, mask, **kwargs)\r\n   1167                         row_cluster=row_cluster, col_cluster=col_cluster,\r\n   1168                         row_linkage=row_linkage, col_linkage=col_linkage,\r\n-> 1169                         **kwargs)\r\n\r\nC:\\anaconda\\lib\\site-packages\\seaborn\\matrix.py in plot(self, metric, method, colorbar_kws, row_cluster, col_cluster, row_linkage, col_linkage, **kws)\r\n   1006         colorbar_kws = {} if colorbar_kws is None else colorbar_kws\r\n   1007         self.plot_dendrograms(row_cluster, col_cluster, metric, method,\r\n-> 1008                               row_linkage=row_linkage, col_linkage=col_linkage)\r\n   1009         try:\r\n   1010             xind = self.dendrogram_col.reordered_ind\r\n\r\nC:\\anaconda\\lib\\site-packages\\seaborn\\matrix.py in plot_dendrograms(self, row_cluster, col_cluster, metric, method, row_linkage, col_linkage)\r\n    931             self.dendrogram_row = dendrogram(\r\n    932                 self.data2d, metric=metric, method=method, label=False, axis=0,\r\n--> 933                 ax=self.ax_row_dendrogram, rotate=True, linkage=row_linkage)\r\n    934         else:\r\n    935             self.ax_row_dendrogram.set_xticks([])\r\n\r\nC:\\anaconda\\lib\\site-packages\\seaborn\\matrix.py in dendrogram(data, linkage, axis, label, metric, method, rotate, ax)\r\n    682     plotter = _DendrogramPlotter(data, linkage=linkage, axis=axis,\r\n    683                                  metric=metric, method=method,\r\n--> 684                                  label=label, rotate=rotate)\r\n    685     if ax is None:\r\n    686         ax = plt.gca()\r\n\r\nC:\\anaconda\\lib\\site-packages\\seaborn\\matrix.py in __init__(self, data, linkage, metric, method, axis, label, rotate)\r\n    497 \r\n    498         if linkage is None:\r\n--> 499             self.linkage = self.calculated_linkage\r\n    500         else:\r\n    501             self.linkage = linkage\r\n\r\nC:\\anaconda\\lib\\site-packages\\seaborn\\matrix.py in calculated_linkage(self)\r\n    564             return self._calculate_linkage_fastcluster()\r\n    565         except ImportError:\r\n--> 566             return self._calculate_linkage_scipy()\r\n    567 \r\n    568     def calculate_dendrogram(self):\r\n\r\nC:\\anaconda\\lib\\site-packages\\seaborn\\matrix.py in _calculate_linkage_scipy(self)\r\n    537 \r\n    538         pairwise_dists = distance.pdist(self.array, metric=self.metric)\r\n--> 539         linkage = hierarchy.linkage(pairwise_dists, method=self.method)\r\n    540         del pairwise_dists\r\n    541         return linkage\r\n\r\nC:\\anaconda\\lib\\site-packages\\scipy\\cluster\\hierarchy.py in linkage(y, method, metric)\r\n    626         d = distance.num_obs_y(y)\r\n    627         if method not in _cpy_non_euclid_methods:\r\n--> 628             raise ValueError(""Valid methods when the raw observations are ""\r\n    629                              ""omitted are \'single\', \'complete\', \'weighted\', ""\r\n    630                              ""and \'average\'."")\r\n\r\nValueError: Valid methods when the raw observations are omitted are \'single\', \'complete\', \'weighted\', and \'average\'.\r\n```\r\n\r\nI know I should have installed fastcluster, and it\'s sweat to do a scipy cluster if fastcluster is not valid. But shouldn\'t [the code line 544-545 of matrix.py](https://github.com/mwaskom/seaborn/blob/master/seaborn/matrix.py#L544-L545) be like this:?\r\n```python\r\nlinkage = hierarchy.linkage(pairwise_dists, method=self.method, metric=self.metric)\r\n```\r\nother than\r\n```python\r\npairwise_dists = distance.pdist(self.array, metric=self.metric)\r\nlinkage = hierarchy.linkage(pairwise_dists, method=self.method)\r\n```\r\nI\'m not familiar with cluster algorithms. But I can do this directly in scipy:\r\n```python\r\nfrom scipy.cluster import hierarchy\r\nhierarchy.linkage(spe_norm, method=\'ward\')\r\n```\r\nOr, is this actually the wrong way?'"
mwaskom/seaborn#930,156030078,olgabot,,2016-05-20 19:03:16,2016-05-20 21:33:31,None,open,,,4,,https://api.github.com/repos/mwaskom/seaborn/issues/930,b'Use one-step linkage calculation with both scipy and fastcluster',"b'Trying to solve https://github.com/mwaskom/seaborn/issues/909, do linkage calculation in one step rather than two because of a weird compatibility issue with `scipy` 0.17 (https://github.com/scipy/scipy/issues/6180)'"
ContinuumIO/anaconda-issues#804,156872068,mrclary,,2016-05-25 23:24:42,2016-05-30 19:26:11,None,open,,,3,,https://api.github.com/repos/ContinuumIO/anaconda-issues/issues/804,b'Possible issue with linear algebra pack used for numpy compilation',"b""I have recently discovered an issue with Anaconda installations of numpy >=1.9.3.\r\nI believe it is related to the linear algebra library used to compile numpy since my MacPorts install of numpy 1.10.4 does not produce the error.\r\nThe behavior is detailed below.\r\n\r\nWith Anaconda numpy version <= 1.9.2 and all MacPorts numpy versions, polyfit behaved correctly, as follows:\r\n\r\n    In [1]: np.polyfit([1, 10], [np.nan, np.nan], 1)\r\n    Out[1]: array([ nan,  nan])\r\n\r\nBut for Anaconda numpy version >=1.9.3, polyfit raises the following error:\r\n\r\n    In [1]: np.polyfit([1, 10], [np.nan, np.nan], 1)\r\n    ---------------------------------------------------------------------------\r\n    ValueError                                Traceback (most recent call last)\r\n    <ipython-input-3-bf0d5d071f08> in <module>()\r\n    ----> 1 np.polyfit([1, 10], [np.nan, np.nan], 1)\r\n    \r\n    /Users/rclary/anaconda/lib/python2.7/site-packages/numpy/lib/polynomial.pyc in polyfit(x, y, deg, rcond, full, w, cov)\r\n        580     scale = NX.sqrt((lhs*lhs).sum(axis=0))\r\n        581     lhs /= scale\r\n    --> 582     c, resids, rank, s = lstsq(lhs, rhs, rcond)\r\n        583     c = (c.T/scale).T  # broadcast scale coefficients\r\n        584 \r\n    \r\n    /Users/rclary/anaconda/lib/python2.7/site-packages/numpy/linalg/linalg.pyc in lstsq(a, b, rcond)\r\n       1865         work = zeros((lwork,), t)\r\n       1866         results = lapack_routine(m, n, n_rhs, a, m, bstar, ldb, s, rcond,\r\n    -> 1867                                  0, work, lwork, iwork, 0)\r\n       1868     if results['info'] > 0:\r\n       1869         raise LinAlgError('SVD did not converge in Linear Least Squares')\r\n    \r\n    ValueError: On entry to DGELSD parameter number 6 had an illegal value\r\n\r\nDoes anyone have any insight on this issue?"""
biocore/scikit-bio#1259,128871057,jairideout,jairideout,2016-01-26 16:29:19,2016-04-27 16:57:44,2016-02-03 01:25:46,closed,mortonjt,0.4.2,7,bug;CI / testing;severity: moderate,https://api.github.com/repos/biocore/scikit-bio/issues/1259,b'ANCOM unit test failures with scipy 0.17.0',"b'The following ANCOM unit tests fail with scipy 0.17.0 on Python 2 and 3:\r\n\r\n```shell\r\n$ python skbio/stats/tests/test_composition.py\r\n.F.....................F................\r\n======================================================================\r\nFAIL: test_ancom_alternative_test (__main__.AncomTests)\r\n----------------------------------------------------------------------\r\nTraceback (most recent call last):\r\n  File ""skbio/stats/tests/test_composition.py"", line 642, in test_ancom_alternative_test\r\n    assert_data_frame_almost_equal(result, exp)\r\n  File ""/Users/jairideout/dev/scikit-bio/skbio/util/_testing.py"", line 1205, in assert_data_frame_almost_equal\r\n    check_exact=False)\r\n  File ""/Users/jairideout/miniconda/envs/scikit-bio/lib/python3.5/site-packages/pandas/util/testing.py"", line 1049, in assert_frame_equal\r\n    obj=\'DataFrame.iloc[:, {0}]\'.format(i))\r\n  File ""/Users/jairideout/miniconda/envs/scikit-bio/lib/python3.5/site-packages/pandas/util/testing.py"", line 946, in assert_series_equal\r\n    check_less_precise, obj=\'{0}\'.format(obj))\r\n  File ""pandas/src/testing.pyx"", line 58, in pandas._testing.assert_almost_equal (pandas/src/testing.c:3809)\r\n  File ""pandas/src/testing.pyx"", line 147, in pandas._testing.assert_almost_equal (pandas/src/testing.c:2685)\r\n  File ""/Users/jairideout/miniconda/envs/scikit-bio/lib/python3.5/site-packages/pandas/util/testing.py"", line 819, in raise_assert_detail\r\n    raise AssertionError(msg)\r\nAssertionError: DataFrame.iloc[:, 0] are different\r\n\r\nDataFrame.iloc[:, 0] values are different (100.0 %)\r\n[left]:  [0, 0, 0, 0, 0, 0, 0]\r\n[right]: [6, 6, 2, 2, 2, 2, 2]\r\n\r\n======================================================================\r\nFAIL: test_ancom_normal_data (__main__.AncomTests)\r\n----------------------------------------------------------------------\r\nTraceback (most recent call last):\r\n  File ""skbio/stats/tests/test_composition.py"", line 655, in test_ancom_normal_data\r\n    assert_data_frame_almost_equal(result, exp)\r\n  File ""/Users/jairideout/dev/scikit-bio/skbio/util/_testing.py"", line 1205, in assert_data_frame_almost_equal\r\n    check_exact=False)\r\n  File ""/Users/jairideout/miniconda/envs/scikit-bio/lib/python3.5/site-packages/pandas/util/testing.py"", line 1049, in assert_frame_equal\r\n    obj=\'DataFrame.iloc[:, {0}]\'.format(i))\r\n  File ""/Users/jairideout/miniconda/envs/scikit-bio/lib/python3.5/site-packages/pandas/util/testing.py"", line 946, in assert_series_equal\r\n    check_less_precise, obj=\'{0}\'.format(obj))\r\n  File ""pandas/src/testing.pyx"", line 58, in pandas._testing.assert_almost_equal (pandas/src/testing.c:3809)\r\n  File ""pandas/src/testing.pyx"", line 147, in pandas._testing.assert_almost_equal (pandas/src/testing.c:2685)\r\n  File ""/Users/jairideout/miniconda/envs/scikit-bio/lib/python3.5/site-packages/pandas/util/testing.py"", line 819, in raise_assert_detail\r\n    raise AssertionError(msg)\r\nAssertionError: DataFrame.iloc[:, 0] are different\r\n\r\nDataFrame.iloc[:, 0] values are different (22.22222 %)\r\n[left]:  [8, 7, 3, 3, 7, 3, 3, 3, 3]\r\n[right]: [8, 8, 3, 3, 8, 3, 3, 3, 3]\r\n\r\n----------------------------------------------------------------------\r\nRan 40 tests in 0.435s\r\n\r\nFAILED (failures=2)\r\n```\r\n\r\nThe tests pass using the previous scipy release (0.16.1, available via `conda` and `pip`). Note that scipy 0.17.0 is currently only available via `pip`.\r\n\r\nThe tests are failing because something in `scipy.stats.mannwhitneyu` changed between scipy 0.16.1 and 0.17.0. Changing `test_ancom_alternative_test` to pass `alternative=\'less\'` fixes the test. However, making the same change to `test_ancom_normal_data` doesn\'t fix the failure.\r\n\r\nSee #1258 for original discussion.'"
BlueBrain/NeuroM#220,127493391,lidakanari,juanchopanza,2016-01-19 17:08:28,2016-01-21 12:17:02,2016-01-21 12:17:02,closed,,,11,,https://api.github.com/repos/BlueBrain/NeuroM/issues/220,b'Basic statistical tests to compare two datasets ',"b""This is useful to built more generic comparison tests in examples. Please suggest other names for the function if the proposed one doesn't make sense."""
biocore/scikit-bio#1259,128871057,jairideout,jairideout,2016-01-26 16:29:19,2016-04-27 16:57:44,2016-02-03 01:25:46,closed,mortonjt,0.4.2,7,bug;CI / testing;severity: moderate,https://api.github.com/repos/biocore/scikit-bio/issues/1259,b'ANCOM unit test failures with scipy 0.17.0',"b'The following ANCOM unit tests fail with scipy 0.17.0 on Python 2 and 3:\r\n\r\n```shell\r\n$ python skbio/stats/tests/test_composition.py\r\n.F.....................F................\r\n======================================================================\r\nFAIL: test_ancom_alternative_test (__main__.AncomTests)\r\n----------------------------------------------------------------------\r\nTraceback (most recent call last):\r\n  File ""skbio/stats/tests/test_composition.py"", line 642, in test_ancom_alternative_test\r\n    assert_data_frame_almost_equal(result, exp)\r\n  File ""/Users/jairideout/dev/scikit-bio/skbio/util/_testing.py"", line 1205, in assert_data_frame_almost_equal\r\n    check_exact=False)\r\n  File ""/Users/jairideout/miniconda/envs/scikit-bio/lib/python3.5/site-packages/pandas/util/testing.py"", line 1049, in assert_frame_equal\r\n    obj=\'DataFrame.iloc[:, {0}]\'.format(i))\r\n  File ""/Users/jairideout/miniconda/envs/scikit-bio/lib/python3.5/site-packages/pandas/util/testing.py"", line 946, in assert_series_equal\r\n    check_less_precise, obj=\'{0}\'.format(obj))\r\n  File ""pandas/src/testing.pyx"", line 58, in pandas._testing.assert_almost_equal (pandas/src/testing.c:3809)\r\n  File ""pandas/src/testing.pyx"", line 147, in pandas._testing.assert_almost_equal (pandas/src/testing.c:2685)\r\n  File ""/Users/jairideout/miniconda/envs/scikit-bio/lib/python3.5/site-packages/pandas/util/testing.py"", line 819, in raise_assert_detail\r\n    raise AssertionError(msg)\r\nAssertionError: DataFrame.iloc[:, 0] are different\r\n\r\nDataFrame.iloc[:, 0] values are different (100.0 %)\r\n[left]:  [0, 0, 0, 0, 0, 0, 0]\r\n[right]: [6, 6, 2, 2, 2, 2, 2]\r\n\r\n======================================================================\r\nFAIL: test_ancom_normal_data (__main__.AncomTests)\r\n----------------------------------------------------------------------\r\nTraceback (most recent call last):\r\n  File ""skbio/stats/tests/test_composition.py"", line 655, in test_ancom_normal_data\r\n    assert_data_frame_almost_equal(result, exp)\r\n  File ""/Users/jairideout/dev/scikit-bio/skbio/util/_testing.py"", line 1205, in assert_data_frame_almost_equal\r\n    check_exact=False)\r\n  File ""/Users/jairideout/miniconda/envs/scikit-bio/lib/python3.5/site-packages/pandas/util/testing.py"", line 1049, in assert_frame_equal\r\n    obj=\'DataFrame.iloc[:, {0}]\'.format(i))\r\n  File ""/Users/jairideout/miniconda/envs/scikit-bio/lib/python3.5/site-packages/pandas/util/testing.py"", line 946, in assert_series_equal\r\n    check_less_precise, obj=\'{0}\'.format(obj))\r\n  File ""pandas/src/testing.pyx"", line 58, in pandas._testing.assert_almost_equal (pandas/src/testing.c:3809)\r\n  File ""pandas/src/testing.pyx"", line 147, in pandas._testing.assert_almost_equal (pandas/src/testing.c:2685)\r\n  File ""/Users/jairideout/miniconda/envs/scikit-bio/lib/python3.5/site-packages/pandas/util/testing.py"", line 819, in raise_assert_detail\r\n    raise AssertionError(msg)\r\nAssertionError: DataFrame.iloc[:, 0] are different\r\n\r\nDataFrame.iloc[:, 0] values are different (22.22222 %)\r\n[left]:  [8, 7, 3, 3, 7, 3, 3, 3, 3]\r\n[right]: [8, 8, 3, 3, 8, 3, 3, 3, 3]\r\n\r\n----------------------------------------------------------------------\r\nRan 40 tests in 0.435s\r\n\r\nFAILED (failures=2)\r\n```\r\n\r\nThe tests pass using the previous scipy release (0.16.1, available via `conda` and `pip`). Note that scipy 0.17.0 is currently only available via `pip`.\r\n\r\nThe tests are failing because something in `scipy.stats.mannwhitneyu` changed between scipy 0.16.1 and 0.17.0. Changing `test_ancom_alternative_test` to pass `alternative=\'less\'` fixes the test. However, making the same change to `test_ancom_normal_data` doesn\'t fix the failure.\r\n\r\nSee #1258 for original discussion.'"
EconForge/dolo#88,146419323,albop,albop,2016-04-06 20:09:38,2016-05-10 11:19:08,2016-05-10 11:19:08,closed,,,3,,https://api.github.com/repos/EconForge/dolo/issues/88,b'Cleanup the qz code',b'It still relies on some old ctypes wrapper by Sven Schreiber.\r\nThe reordering routines in lapack seem complicated to wrap because of the need to send callback routines (selectg). The medium run equilibrium could be:\r\n- get rid of all ctypes\r\n- call the non-reordering routine in scipy\r\n- numbaify qzswitch\r\n- use qzswitch to write a new reodering function with several options\r\n\r\nAn alternative for the last point would be to use the current code which reorders based on a threshold value.'
numpy/numpy#7509,145990811,ev-br,charris,2016-04-05 13:33:53,2016-04-05 23:44:43,2016-04-05 23:44:43,closed,,,4,,https://api.github.com/repos/numpy/numpy/issues/7509,b'a possible MA regression',"b""scipy tests started failing today with numpy from travis-dev-wheels. \r\nThe failure is in mstats: https://travis-ci.org/scipy/scipy/builds/120882377\r\n\r\nThe failing test does this:\r\n\r\n```\r\nIn [1]: from scipy.stats import mstats\r\n\r\nIn [2]: %paste\r\n        x = [1, 3, 5, 7, 9]\r\n        y = [2, 4, 6, 8, 10]\r\n## -- End pasted text --\r\n\r\nIn [3]: mstats.kruskal(x, y)\r\n---------------------------------------------------------------------------\r\nValueError                                Traceback (most recent call last)\r\n<ipython-input-3-5edb46bc91da> in <module>()\r\n----> 1 mstats.kruskal(x, y)\r\n\r\n/home/br/virtualenvs/np/local/lib/python2.7/site-packages/scipy/stats/mstats_basic.pyc in kruskal(*args)\r\n   1047     ngrp = ranks.count(-1)\r\n   1048     ntot = ranks.count()\r\n-> 1049     H = 12./(ntot*(ntot+1)) * (sumrk**2/ngrp).sum() - 3*(ntot+1)\r\n   1050     # Tie correction\r\n   1051     ties = count_tied_groups(ranks)\r\n\r\n/home/br/repos/numpy/build/testenv/lib/python2.7/site-packages/numpy/ma/core.pyc in __truediv__(self, other)\r\n   3983         if self._delegate_binop(other):\r\n   3984             return NotImplemented\r\n-> 3985         return true_divide(self, other)\r\n   3986 \r\n   3987     def __rtruediv__(self, other):\r\n\r\n/home/br/repos/numpy/build/testenv/lib/python2.7/site-packages/numpy/ma/core.pyc in __call__(self, a, b, *args, **kwargs)\r\n   1126         # Get the result\r\n   1127         with np.errstate(divide='ignore', invalid='ignore'):\r\n-> 1128             result = self.f(da, db, *args, **kwargs)\r\n   1129         # Get the mask as a combination of the source masks and invalid\r\n   1130         m = ~umath.isfinite(result)\r\n\r\nValueError: operands could not be broadcast together with shapes (2,) (2,5) \r\n```\r\n\r\nand bisecting indicates\r\n\r\n```\r\n$ git bisect bad\r\n36f76ea2e6e91062df12d3a46ccaed7822bc82f2 is the first bad commit\r\ncommit 36f76ea2e6e91062df12d3a46ccaed7822bc82f2\r\nAuthor: Allan Haldane <allan.haldane@gmail.com>\r\nDate:   Sun Feb 14 02:49:19 2016 -0500\r\n\r\n    ENH: add extra kwargs and update doc of many MA methods\r\n    \r\n    Updated any, all, sum, prod, cumsum, cumprod, min, max, argmin, argmax,\r\n    mean, var\r\n\r\n:040000 040000 e41cfd58bb4bbabc11471a0bd443b24be91b45d0 7f99716492632508bc4d664d424c7cf22d6cd5cb M\tnumpy\r\n```\r\n\r\nwhich is, it seems, gh-5706?"""
astropy/astropy#4472,126086564,mirca,crawfordsm,2016-01-12 03:01:21,2016-03-13 18:30:22,2016-03-13 16:56:07,closed,,v1.2.0,26,Affects-release;Enhancement;stats,https://api.github.com/repos/astropy/astropy/issues/4472,b'Circstats issue3705',"b'Hi,\r\n\r\nSome circular statistical functions were implemented, as requested in issue #3705.\r\n\r\nThese functions are primarily based on those implemented in the R package [`CircStats`](https://cran.r-project.org/web/packages/CircStats/CircStats.pdf). Therefore, in most of the tests, results are compared with those obtained through similar functions presented in the aforementioned package.\r\n\r\nAdditionally, a function to compute the Cram\xa8\xa6r-Rao Lower Bounds for the von Mises distribution (which basically gives the uncertainties on estimating the parameters) was implemented. For this function, unfortunately, I could not find examples elsewhere in order to write a reliable enough test. Nonetheless, since the math envolved is simple and it only relies on the maximum likelihood estimation (which has been tested), I think this function is good.\r\n\r\nI would be grateful for any comments.'"
numpy/numpy#593,7718582,numpy-gitbot,,2012-10-19 15:09:15,2013-07-03 18:09:20,None,open,,,4,11 - Bug;component: numpy.core;priority: normal,https://api.github.com/repos/numpy/numpy/issues/593,b'overflow not caught on operators with int32 array (Trac #2133)',"b'_Original ticket http://projects.scipy.org/numpy/ticket/2133 on 2012-05-16 by trac user mwtoews, assigned to unknown._\n\nI see good overflow warnings operations on int32 scalars, but not for int32 arrays:\n\n\n    import numpy as np\n    \n    # Case 1: Good, proper data types are used to avoid overflow\n    np.array([1], dtype=np.long) + np.int32(2**31 - 1)\n    # array([2147483648], dtype=int64)\n    \n    # Case 2: Bad, overflow happens and no warning raised\n    np.array([1], dtype=np.int32) + np.int32(2**31 - 1)\n    # array([-2147483648])\n    \n    # Case 3: Similar bad, array vs. array\n    np.array([1], dtype=np.int32) + np.array([2**31 - 1], dtype=np.int32)\n    # array([-2147483648])\n    \n    # Case 4: Better, a warning is raised\n    np.int32(1) + np.int32(2**31 - 1)\n    # __main__:1: RuntimeWarning: overflow encountered in long_scalars\n    # -2147483648\n\n\n\nHere is what I can determine between operator _op_ between arrays or scalars:\n 1. array-long _op_ scalar-32 = array-long, all good\n 2. array-32 _op_ scalar-32 = array-32, no overflow warning!\n 3. array-32 _op_ array-32 = array-32, no overflow warning!\n 4. scalar-32 _op_ scalar-32 = scalar-32, helpful overflow warning\n\nI would expect an overflow runtime warning for cases 2 and 3, similar to case 4.\n\nThese results are with NumPy 1.6.1/Python 2.5.1 on Windows 32-bit, which I installed from `numpy-unoptimized-1.6.1.win32-py2.5.exe` from [http://www.lfd.uci.edu/~gohlke/pythonlibs/#numpy ~gohlke], but are reproducible on 64-bit Linux.'"
