issue,id,reporter,closed_by,created_at,updated_at,closed_at,state,assignee,milestone,comments,label_name,url,title,body
6368,164900983,ev-br,pv,2016-07-11 18:18:55,2016-07-20 20:36:06,2016-07-11 19:41:14,closed,,0.18.0,9,defect;scipy.special,https://api.github.com/repos/scipy/scipy/issues/6368,b'BUG: special: avoid precision loss in hyp0f1 on 32 bit linux',"b""Forcing the order of evaluations seems to be enough to avoid the hyp0f1 failure of gh-6365.\r\nThe fix follows from noticing that the failing point is v = -z = 1e-30, so that the computation is `1.0 - 1.0 + 5e-31` and that is sensitive to the order of additions. \r\n\r\nWhy exactly the problem only shows up on 32 bit linux and only for complex values with zero imaginary parts, I've no idea and I'm not very interested in spending too much effort trying to figure it out.\r\n\r\nAt any rate, fixing the order of evaluations seems reasonable: either the sum of first two terms is of the order unity and then the quadratic term is only an insignificant correction, or first two terms cancel and then they should be summed first."""
6351,163816009,karischoonbee,ev-br,2016-07-05 10:11:23,2016-07-07 23:20:46,2016-07-06 09:08:44,closed,,0.18.0,2,defect;scipy.interpolate,https://api.github.com/repos/scipy/scipy/issues/6351,"b""BUG: #6318 Interp1d 'nearest' integer x-axis overflow issue fixed""",b'Retrying https://github.com/scipy/scipy/pull/6323'
6330,163028784,pv,rgommers,2016-06-29 21:17:29,2016-07-07 23:21:54,2016-06-30 07:21:45,closed,,0.18.0,1,defect;scipy.spatial,https://api.github.com/repos/scipy/scipy/issues/6330,b'BUG: spatial/qhull: allocate qhT via malloc to ensure CRT likes it',"b""If the qhT struct is a part of the Python object, and allocated by the\r\nPython memory allocator, this can cause problems with the jmp_buf\r\nmembers.\r\n\r\nChanges several lines, but it's mostly search and replace of `&self._qh -> self._qh` and `self._qh -> self._qh[0]`.\r\n\r\nFixes gh-6316 (confirmed)\r\n\r\nProbably needs backport to 0.18.0."""
6323,162491517,karischoonbee,karischoonbee,2016-06-27 16:18:51,2016-06-28 14:50:00,2016-06-28 07:20:29,closed,,,4,defect;needs-work;scipy.interpolate,https://api.github.com/repos/scipy/scipy/issues/6323,b'#6318 avoid overflow when x is an integer array',
6318,162405199,karischoonbee,ev-br,2016-06-27 09:06:39,2016-07-07 18:09:57,2016-07-07 18:09:14,closed,,0.18.0,15,defect;scipy.interpolate,https://api.github.com/repos/scipy/scipy/issues/6318,"b""Scipy interp1d 'nearest' not working for high values on x-axis""","b""# works:\r\n```\r\nhyp_f = interp1d(timestamps-timestamps[0], result, kind = 'nearest')\r\nts = np.arange(timestamps[0]-timestamps[0],timestamps[-1]-timestamps[0],1)\r\nhyp = hyp_f(ts)\r\n```\r\n> hyp looks like result\r\n\r\n# doesn't work:\r\n```\r\nhyp_f = interp1d(timestamps, result, kind = 'nearest')\r\nts = np.arange(timestamps[0],timestamps[-1],1)\r\nhyp = hyp_f(ts)\r\n```\r\n> hyp is only zeros\r\n\r\nscipy 0.17.0\r\n[result.zip](https://github.com/scipy/scipy/files/334445/result.zip)\r\n\r\n\r\n"""
6316,162347036,stonebig,rgommers,2016-06-26 20:53:31,2016-06-30 07:21:44,2016-06-30 07:21:44,closed,,0.18.0,17,defect;scipy.spatial,https://api.github.com/repos/scipy/scipy/issues/6316,b'TestCloughTocher2DInterpolator.test_dense crashes python3.5.2rc1_64bit windows',"b""hi, \r\n\r\nWith cgohlke scipy0.18.0rc1 64 bit wheel and numpy 0.11.1, I get a systematic crash of python interpreter 3.5.2rc1 (64 bit windows):\r\n![scipy_0_18_0rc1_352_64bit](https://cloud.githubusercontent.com/assets/4312421/16364852/c28784b8-3bf0-11e6-81c1-64f8ba7f4ab1.PNG)\r\n \r\nprocessor intel core i3 - 350m\r\n\r\n````\r\nadodbapi (2.6.0.7)\r\nalabaster (0.7.8)\r\nastroid (1.4.6)\r\nastroML (0.3)\r\nBabel (2.3.2)\r\nbackports-abc (0.4)\r\nbaresql (0.7.3)\r\nbcolz (1.1.0)\r\nbeautifulsoup4 (4.4.1)\r\nblaze (0.10.1)\r\nblosc (1.3.2)\r\nbloscpack (0.9.0)\r\nbokeh (0.11.1)\r\nboto3 (1.3.1)\r\nbotocore (1.4.27)\r\nBottleneck (1.1.0)\r\nbqplot (0.6.1)\r\nbrewer2mpl (1.4.1)\r\ncertifi (2016.2.28)\r\ncffi (1.7.0)\r\nclick (6.6)\r\ncloudpickle (0.2.1)\r\ncolorama (0.3.7)\r\nCommonMark (0.5.4)\r\ncvxopt (1.1.7)\r\ncx-Freeze (4.3.4)\r\ncycler (0.10.0)\r\ncyordereddict (1.0.0)\r\nCython (0.24)\r\ncytoolz (0.8.0)\r\ndask (0.10.0)\r\ndatashape (0.5.2)\r\ndb.py (0.4.4)\r\ndecorator (4.0.10)\r\ndistributed (1.11.0)\r\ndocopt (0.6.2)\r\ndocrepr (0.1.0)\r\ndocutils (0.12)\r\nemcee (2.1.0)\r\nentrypoints (0.2.2)\r\nfasteners (0.14.1)\r\nFlask (0.11.1)\r\nFlask-Cors (2.1.2)\r\nformlayout (1.1.0)\r\ngeopy (1.11.0)\r\ngreenlet (0.4.10)\r\nguidata (1.7.5)\r\nguiqwt (3.0.2)\r\nh5py (2.6.0)\r\nholoviews (1.5.0)\r\nhtml5lib (0.9999999)\r\nhusl (4.0.3)\r\nidlex (1.13)\r\nimagesize (0.7.1)\r\nipykernel (4.3.1)\r\nipyleaflet (0.2.0)\r\nipyparallel (5.1.1)\r\nipython (5.0.0b4)\r\nipython-genutils (0.1.0)\r\nipython-sql (0.3.7.1)\r\nipywidgets (5.1.5)\r\nitsdangerous (0.24)\r\njedi (0.9.0)\r\nJinja2 (2.8)\r\njmespath (0.9.0)\r\njoblib (0.9.4)\r\njsonschema (2.5.1)\r\njulia (0.1.1.8)\r\njupyter (1.0.0)\r\njupyter-client (4.3.0)\r\njupyter-console (5.0.0b1)\r\njupyter-core (4.1.0)\r\nKeras (1.0.4)\r\nLasagne (0.2.dev1)\r\nlazy-object-proxy (1.2.2)\r\nllvmlite (0.11.0)\r\nlmfit (0.9.3)\r\nlocket (0.2.0)\r\nlxml (3.6.0)\r\nMarkdown (2.6.6)\r\nMarkupSafe (0.23)\r\nmatplotlib (1.5.2rc2)\r\nmistune (0.7.2)\r\nmkl-service (1.1.2)\r\nmonotonic (1.1)\r\nmpld3 (0.2)\r\nmpmath (0.19)\r\nmsgpack-python (0.4.7)\r\nmultipledispatch (0.4.8)\r\nmysql-connector-python (2.0.4)\r\nnbconvert (4.2.0)\r\nnbformat (4.0.1)\r\nnbsphinx (0.2.8)\r\nnetCDF4 (1.2.4)\r\nnetworkx (1.11)\r\nnltk (3.2.1)\r\nnose (1.3.7)\r\nnotebook (4.2.1)\r\nnumba (0.26.0)\r\nnumexpr (2.6.0)\r\nnumpy (1.11.1+mkl)\r\nnumpydoc (0.6.0)\r\noct2py (3.5.7)\r\nodo (0.5.0)\r\npandas (0.18.1)\r\npandas-datareader (0.2.0)\r\nparam (1.3.2)\r\npartd (0.3.4)\r\npatsy (0.4.1)\r\npep8 (1.7.0)\r\npg8000 (1.10.5)\r\npickleshare (0.7.2)\r\nPillow (3.2.0)\r\npip (8.1.2)\r\npkginfo (1.3.2)\r\nprettytable (0.7.2)\r\nprompt-toolkit (1.0.3)\r\npsutil (4.3.0)\r\nptpython (0.34)\r\nPuLP (1.6.1)\r\npy (1.4.31)\r\nPyAudio (0.2.9)\r\npybars3 (0.9.1)\r\npycodestyle (2.0.0)\r\npycparser (2.14)\r\npyflakes (1.2.3)\r\nPygments (2.1.3)\r\npylint (1.5.6)\r\npymc (2.3.6)\r\npymc3 (3.0)\r\nPyMeta3 (0.5.1)\r\npymongo (3.2.2)\r\npyodbc (3.0.10)\r\nPyOpenGL (3.1.1)\r\npyparsing (2.1.5)\r\nPyQt4 (4.11.4)\r\nPyQtdesignerplugins (1.1)\r\npyqtgraph (0.9.10)\r\nPyQwt (5.2.1)\r\npyserial (3.1.1)\r\npystache (0.5.4)\r\npytest (2.9.1)\r\npython-dateutil (2.5.3)\r\npython-hdf4 (0.9)\r\npythonnet (2.1.0)\r\nPythonQwt (0.5.5)\r\npytz (2016.4)\r\npywin32 (220.1)\r\nPyYAML (3.11)\r\npyzmq (15.2.0)\r\nQtAwesome (0.3.3)\r\nqtconsole (4.2.1)\r\nQtPy (1.1.0.dev0)\r\nrecommonmark (0.4.0)\r\nredis (2.10.5)\r\nreportlab (3.3.0)\r\nrequests (2.10.0)\r\nrequests-toolbelt (0.6.2)\r\nrope-py3k (0.9.4.post1)\r\nrpy2 (2.8.1)\r\nRx (1.5.2)\r\ns3fs (0.0.6)\r\nscikit-image (0.12.3)\r\nscikit-learn (0.17.1)\r\nscikit-neuralnetwork (0.7)\r\nscilab2py (0.6)\r\nscipy (0.18.0rc1)\r\nseaborn (0.7.1)\r\nsetuptools (23.0.0)\r\nsimplegeneric (0.8.1)\r\nsimplejson (3.8.2)\r\nsix (1.10.0)\r\nsnowballstemmer (1.2.1)\r\nSphinx (1.4.4)\r\nsphinx-rtd-theme (0.1.9)\r\nspyder (3.0.0.dev0)\r\nSQLAlchemy (1.0.13)\r\nsqlite-bro (0.8.11)\r\nsqlparse (0.1.19)\r\nstatsmodels (0.8.0rc1)\r\nsympy (1.0)\r\ntables (3.2.2)\r\ntblib (1.3.0)\r\nTheano (0.8.2)\r\ntoolz (0.8.0)\r\ntornado (4.3)\r\ntraitlets (4.2.1)\r\ntwine (1.6.5)\r\ntwitter (1.17.1)\r\nViTables (2.1)\r\nwcwidth (0.1.6)\r\nWerkzeug (0.11.10)\r\nwheel (0.29.0)\r\nwidgetsnbextension (1.2.3)\r\nwin-unicode-console (0.5)\r\nwinpython (1.6.20160625)\r\nwordcloud (1.2.1)\r\nwrapt (1.10.8)\r\nxarray (0.7.2)\r\nxlrd (1.0.0)\r\nXlsxWriter (0.9.2)\r\nzarr (1.0.0)\r\n````\r\n\r\nnota: all was ok on the 32 bit variant, expect one result error from 'theorical' bigger than expected (cosmetic error, 1e-13 instead of 0)"""
6309,162265692,WarrenWeckesser,ev-br,2016-06-25 05:48:06,2016-06-27 11:21:51,2016-06-27 11:21:51,closed,,0.19.0,2,defect;scipy.stats,https://api.github.com/repos/scipy/scipy/issues/6309,b'BUG: stats:  Improve calculation of the Anderson-Darling statistic.',"b'Replace `log(z) + log(1 - z[::-1])`, where `z` is `<dist>.cdf(w)`,\r\nwith `<dist>.logcdf(w) + <dist>.logsf(w)[::-1]`.  This avoids the\r\nproblem where the `cdf` method returns 1 for sufficiently large\r\nvalues in `w`.\r\n\r\nCloses gh-6306.'"
6306,162228212,andresfduque,ev-br,2016-06-24 20:48:56,2016-06-27 11:21:51,2016-06-27 11:21:51,closed,,0.19.0,4,defect;scipy.stats,https://api.github.com/repos/scipy/scipy/issues/6306,b'Anderson-Darling bad results',"b'It seems that Anderson-Darling test, comparing a gumbel distribution is producing wrong results. They seem to be related with the sample size, cause for small sizes it works.\r\nWhen it is performed compared to a normal distribution it works perfect.\r\n\r\ny = np.random.gumbel(0, 1, 10000)\r\na2 = stats.anderson(y, ""gumbel"")\r\na2 = inf\r\n\r\nThank you.\r\n'"
6295,161493772,ev-br,perimosocordiae,2016-06-21 17:21:38,2016-07-07 23:22:32,2016-06-21 21:00:31,closed,,0.18.0,2,defect;scipy.sparse,https://api.github.com/repos/scipy/scipy/issues/6295,b'BUG: sparse: stop comparing None and int in bsr_matrix constructor',b'Fixes gh-6292.\r\n'
6292,161341198,matthew-brett,perimosocordiae,2016-06-21 03:18:00,2016-06-21 21:00:31,2016-06-21 21:00:31,closed,,0.18.0,3,defect;scipy.sparse,https://api.github.com/repos/scipy/scipy/issues/6292,b'Python 3 unorderable type errors in test_sparsetools.TestInt32Overflow',"b'Testing Scipy 0.18.0rc1 64-bit wheels on Linux, I am getting 12 errors in `test_sparsetools.TestInt32Overflow`, of form: \r\n\r\n```\r\n======================================================================\r\nERROR: test_sparsetools.TestInt32Overflow.test_bsr_1_block(\'matmat\',)\r\n----------------------------------------------------------------------\r\nTraceback (most recent call last):\r\n  File ""/venv/lib/python3.4/site-packages/nose/case.py"", line 198, in runTest\r\n    self.test(*self.arg)\r\n  File ""/venv/lib/python3.4/site-packages/scipy/sparse/tests/test_sparsetools.py"", line 150, in check\r\n    m = bsr_matrix((data, indices, indptr), blocksize=(n, n), copy=False)\r\n  File ""/venv/lib/python3.4/site-packages/scipy/sparse/bsr.py"", line 169, in __init__\r\n    maxval = max(maxval, max(blocksize))\r\nTypeError: unorderable types: int() > NoneType()\r\n```\r\n\r\nSee: https://travis-ci.org/MacPython/scipy-wheels/jobs/139084459#L368'"
