issue,id,reporter,closed_by,created_at,updated_at,closed_at,state,assignee,milestone,comments,label_name,url,title,body
spacetelescope/synphot_refactor#92,165653175,pllim,,2016-07-14 20:38:24,2016-07-20 17:01:58,None,open,pllim,,0,models;Refactoring;Upstream Fix Required,https://api.github.com/repos/spacetelescope/synphot_refactor/issues/92,b'Use new Tabular model in Astropy',"b""**DO NOT MERGE**\r\n\r\nUse new `TabularModel` in Astropy, as implemented in astropy/astropy#5105. Also see spacetelescope/gwcs#28.\r\n\r\nTODO:\r\n\r\n- [ ] Run tests after astropy/astropy#5105 and astropy/astropy#5183 are merged. They already passed on local machine.\r\n- [x] Remove CI YAML hacks for both Travis and Appveyor to use Nadia's branch.\r\n- [x] Also file equivalent PR for `stsynphot` (see spacetelescope/stsynphot_refactor#22)."""
spacetelescope/synphot_refactor#94,165955672,pllim,pllim,2016-07-17 01:36:49,2016-07-19 20:59:58,2016-07-19 20:59:58,closed,,,0,Effort-low;Package-novice;testing;Upstream Fix Required,https://api.github.com/repos/spacetelescope/synphot_refactor/issues/94,b'Remove hacky AssertionError workaround in tests',b'Remove `except` block from the following from tests (added in #93) when astropy/astropy#5183 is merged:\r\n\r\n```python\r\ntry:\r\n    assert result.unit == ans.unit\r\nexcept AssertionError:  # For STMAG and ABMAG (astropy/astropy#5178)\r\n    assert result.unit.to_string() == ans.unit.to_string()\r\n```'
spacetelescope/stsynphot_refactor#20,165644529,pllim,pllim,2016-07-14 19:53:49,2016-07-14 20:24:11,2016-07-14 20:24:11,closed,pllim,,0,astropy-helpers;bug;Python3,https://api.github.com/repos/spacetelescope/stsynphot_refactor/issues/20,b'Some updates',b'Updated `astropy_helpers` to 1.2. Fixed `ConfigParser` compat with Python 3.\r\n\r\nNOTE: Tests failed because of astropy/astropy#5178'
spacetelescope/stsynphot_refactor#21,165956708,pllim,pllim,2016-07-17 02:19:38,2016-07-17 02:57:06,2016-07-17 02:57:06,closed,,,1,,https://api.github.com/repos/spacetelescope/stsynphot_refactor/issues/21,b'Change how Quantity is defined to get around mag bug',b'Similar to spacetelescope/synphot_refactor#93. Also see astropy/astropy#5178.'
spacetelescope/synphot_refactor#91,165644155,pllim,pllim,2016-07-14 19:52:08,2016-07-14 20:43:22,2016-07-14 20:43:22,closed,pllim,,0,astropy-helpers;bug;Python3;units,https://api.github.com/repos/spacetelescope/synphot_refactor/issues/91,b'Some updates',b'Updated `astropy_helpers` to 1.2. Fixed `ConfigParser` compat with Python 3. Fixes #85.\r\n\r\nNOTE: Tests failed because of astropy/astropy#5178'
spacetelescope/synphot_refactor#93,165882277,pllim,pllim,2016-07-15 21:35:29,2016-07-15 21:43:26,2016-07-15 21:43:26,closed,pllim,,1,,https://api.github.com/repos/spacetelescope/synphot_refactor/issues/93,b'Refactored how Quantity is initialized to fix test failure',b'Refactored how Quantity is initialized to fix test failure. See astropy/astropy#5178.'
desihub/desispec#212,159092961,sbailey,sbailey,2016-06-08 07:00:48,2016-06-28 22:09:11,2016-06-08 21:21:12,closed,tskisner,Pipeline 2016b,6,enhancement,https://api.github.com/repos/desihub/desispec/issues/212,b'I/O cleanup',"b'This PR addresses a number of I/O cleanup issues:\r\n  * fixes #85 by storing data as 32-bit float on disk while casting back to 64-bit when reading in.  This is essentially a factor-of-2 lossy compression technique.\r\n  * stores masks as compressed data HDUs, which oddly requires the masks to be 32 bit not 64 bit since the compressed integer fits convention doesn\'t support 64-bit integers.  If we really need 64 bit masks we can undo this on a case by case basis; in the meantime that HDU will be much much smaller.\r\n  * uses `memmap=False` for most fits I/O, since otherwise `astropy.io.fits` leaves the file open even after you call `close()` (grr)\r\n  * Optimizes the fits I/O by doing more ""open the file, read everything you need, close the file"" instead of a bunch of calls to `fits.getdata()` and `fits.getheader()`, each of which re-opens the file and parses it anew.\r\n  * Initially writes output files to {filename.fits}.tmp.  After succeeding in writing the entire file it moves it to the final {filename.fits} name.  This avoids corrupted files with the ""right"" name if the processes is killed in the middle of I/O.  The pipeline was already doing something like this (which I haven\'t undone yet, maybe that should be added here), but it seems better to directly do it as part of the desispec.io module by default.\r\n  * adds header and data checksums to fits file output to address half of issue #20 .'"
astropy/astroplan#35,96404468,bmorris3,,2015-07-21 20:01:04,2016-05-15 18:24:03,None,open,,wishlist,4,enhancement,https://api.github.com/repos/astropy/astroplan/issues/35,b'Lunar calculations not yet supported',"b'We need an [astropy issue to be addressed](https://github.com/astropy/astropy/issues/3920), which is currently being addressed by @eteq, before we can move forward on the moon phase, illumination, position calculations. \r\n\r\nOnce this issue has been addressed, we can bring in this jplephem implementation of `get_moon` from [this toy notebook](https://github.com/bmorris3/gsoc2015/blob/master/jplephem.ipynb).'"
eteq/astropy#40,158923137,mhvk,eteq,2016-06-07 13:29:30,2016-06-07 14:38:19,2016-06-07 14:38:19,closed,,,1,,https://api.github.com/repos/eteq/astropy/issues/40,b'Ensure scalar case of get_sun still works.',"b'@eteq - having led you up a blind alley, I thought the least I could do was to fix the remaining travis errors: turns out that with your change, there was no need to keep track of whether time was a scalar: the broadcasting now already ensures that in that case the output is scalar as well!'"
spacetelescope/synphot_refactor#85,158445132,pllim,pllim,2016-06-03 20:09:45,2016-07-14 20:43:22,2016-07-14 20:43:22,closed,,,0,Effort-low;Package-novice;Refactoring;units;Upstream Fix Required,https://api.github.com/repos/spacetelescope/synphot_refactor/issues/85,b'Remove spectral_density_mag equivalency when time is right',"b'When astropy/astropy#5017 is merged, `spectral_density_mag` can be removed.'"
