issue,id,reporter,closed_by,created_at,updated_at,closed_at,state,assignee,milestone,comments,label_name,url,title,body
5183,165924656,mhvk,mhvk,2016-07-16 11:07:44,2016-07-19 21:13:31,2016-07-18 18:42:51,closed,,v1.2.2,8,Affects-release;Bug;units,https://api.github.com/repos/astropy/astropy/issues/5183,b'Ensure that quantities are converted to Magnitude instances if needed.',"b'This fixes the second issue raised in #5178, allowing quantities to be converted to magnitudes as needed.\r\n\r\nIn current master:\r\n```\r\n(10.*u.STmag).physical.to(u.STmag)\r\n<Quantity 10.0 mag(ST)>\r\n```\r\nWith this PR:\r\n```\r\n(10.*u.STmag).physical.to(u.STmag)\r\n<Magnitude 10.0 mag(ST)>\r\n```'"
5178,165647648,pllim,mhvk,2016-07-14 20:10:02,2016-07-21 13:25:09,2016-07-21 13:00:59,closed,mhvk,,11,Affects-release;Bug;units,https://api.github.com/repos/astropy/astropy/issues/5178,b'STmag and ABmag conversions give ValueError',"b'The conversion test was done slightly differently in #5017, so this was not caught. Conversion works when `.to()` is invoked from the unit, not does not work when invoked from the `Quantity` but only if it was initialized using `Quantity`. Example below:\r\n\r\n```python\r\n>>> from astropy import units as u\r\n\r\n>>> wave = u.Quantity([4956.8, 4959.55, 4962.3], u.AA)\r\n>>> flux_stmag = [12.41858665, 12.38919182, 12.41764379]\r\n>>> photlam = u.photon / (u.cm ** 2 * u.s * u.AA)\r\n\r\n>>> u.STmag.to(photlam, flux_stmag, u.spectral_density(wave))\r\narray([ 0.0097654 ,  0.01003896,  0.00978473])\r\n\r\n>>> q = flux_stmag * u.STmag\r\n>>> q\r\n<Magnitude [ 12.41858665, 12.38919182, 12.41764379] mag(ST)>\r\n>>> q.to(photlam, u.spectral_density(wave))\r\n<Quantity [ 0.0097654 , 0.01003896, 0.00978473] ph / (Angstrom cm2 s)>\r\n\r\n>>> q = u.Quantity(flux_stmag, u.STmag)\r\n>>> q\r\n<Quantity [ 12.41858665, 12.38919182, 12.41764379] mag(ST)>\r\n>>> q.to(photlam, u.spectral_density(wave))\r\n.../astropy/units/quantity.py in to(self, unit, equivalencies)\r\n    707         unit = Unit(unit)\r\n    708         new_val = self.unit.to(unit, self.view(np.ndarray),\r\n--> 709                                equivalencies=equivalencies)\r\n    710         return self._new_view(new_val, unit)\r\n    711 \r\n\r\n.../astropy/units/core.py in to(self, other, value, equivalencies)\r\n--> 997         return self._get_converter(other, equivalencies=equivalencies)(value)\r\n    998 \r\n    999     def in_units(self, other, value=1.0, equivalencies=[]):\r\n\r\n.../astropy/units/core.py in _get_converter(self, other, equivalencies)\r\n   1740         raise ValueError(\r\n   1741             ""The unit {0!r} is unrecognized.  It can not be converted ""\r\n-> 1742             ""to other units."".format(self.name))\r\n   1743 \r\n   1744     def get_format_name(self, format):\r\n\r\nValueError: The unit \'mag(ST)\' is unrecognized.  It can not be converted to other units.\r\n```'"
5164,164507980,saimn,nden,2016-07-08 11:02:25,2016-07-19 10:07:08,2016-07-18 19:38:30,closed,,v1.2.2,12,Affects-release;Bug;wcs,https://api.github.com/repos/astropy/astropy/issues/5164,b'Fix conflict between WCSHDO_SIP and the WCSHDO_P* precision keywords',"b'Fix #5162, cc @nden '"
5162,164285515,saimn,nden,2016-07-07 11:13:51,2016-07-18 19:38:30,2016-07-18 19:38:30,closed,,,1,Affects-release;Bug;wcs,https://api.github.com/repos/astropy/astropy/issues/5162,b'Specifying precision in wcs.to_header() does not work',"b""Using `wcs.to_header(relax=WCSHDO_P17)` seems to have no effect, I get the same output if I don't use `relax` (with a default precision to `WCSHDO_P14`).\r\nThis was added in #4616, cc @nden \r\n\r\nI think there is a conflict with the default value for `WCSHDO_SIP`, though 81b9e94540bbcfd771a581874d3fb5ac338da639 was trying to avoid that."""
5158,163993101,larrybradley,pllim,2016-07-06 03:48:42,2016-07-11 21:12:05,2016-07-11 21:11:54,closed,,v1.3.0,4,Affects-dev;Bug;stats,https://api.github.com/repos/astropy/astropy/issues/5158,b'Fix biweight_midvariance',b'This fixes a slight regression introduced in #5127.\r\n\r\ncc: @crawfordsm'
5156,163949023,adrn,eteq,2016-07-05 21:17:35,2016-07-07 14:17:52,2016-07-06 21:52:02,closed,,v1.2.2,7,Affects-release;Bug;build;Docs;no-changelog-entry-needed,https://api.github.com/repos/astropy/astropy/issues/5156,b'Fix build_docs build path',"b""This adds a new section to `setup.cfg` for `build_docs` so that\r\n\r\n    python setup.py build_sphinx\r\n\r\nand\r\n\r\n    python setup.py build_docs\r\n\r\nbuild to the same location: `<root>/docs/_build/...`. Testing locally, this seems to be all it took. Not sure if this should be tested in some way -- thoughts?\r\n\r\nAlso, I'm not sold that we need two documentation build commands that do the same exact thing, but that can be discussed elsewhere...(I guess I should take it up with [robo-Erik](https://github.com/astropy/astropy/pull/4133#issuecomment-230601085)?)\r\n\r\nCloses #4133 \r\n\r\ncc @eteq @astrofrog """
5153,163573322,adrn,mhvk,2016-07-03 18:19:16,2016-07-09 13:36:18,2016-07-09 13:36:18,closed,mhvk,v1.2.2,10,Affects-release;Bug;units,https://api.github.com/repos/astropy/astropy/issues/5153,b'Hide numpy warnings for initial operations on unscaled quantity values',"b""This is an attempt to fix #3240.\r\n\r\nSummarizing my understanding of the problem: numpy ufuncs will first operate directly on a quantity's value before it is scaled properly. This can cause a warning for things that are valid operations. For example, arcsin of the quantity `15 pc / kpc` -- arcsin(15) will throw a warning, but after scaling, arcsin(0.015) is fine. This PR silences warnings like this by utilizing the `warnings.catch_warnings` context manager to silence numpy Runtime warnings in between `__array_prepare__` and `__array_wrap__`. (I use the context manager to do this because it seems that temporarily catching a warning and then returning to the previous state is actually a nontrivial task, e.g., http://stackoverflow.com/questions/2390766/how-do-i-disable-and-then-re-enable-a-warning)\r\n\r\ncc @mhvk \r\n\r\nCloses #3240"""
5125,161614059,astrofrog,eteq,2016-06-22 07:44:23,2016-06-22 17:09:56,2016-06-22 14:05:25,closed,,v1.2.1,3,Affects-release;Bug;io.fits,https://api.github.com/repos/astropy/astropy/issues/5125,b'Fix to CompImageHDU from 5118 with regression test',"b""I managed to reproduce the failure that #5118 fixes, so I'm starting by adding a regression test to make sure it fails, then I'll cherry-pick the fix from #5118. I think the data passed to ``CompImageHDU`` had to be integer so that the BSCALE and BZERO still applied.\r\n\r\ncc @parejkoj @eteq @embray\r\n\r\nEDIT: Closes #5118 """
5121,161230328,marcopigg,eteq,2016-06-20 15:56:17,2016-06-22 01:27:10,2016-06-22 01:26:32,closed,mhvk,v1.2.1,15,Affects-release;Bug;Critical;Python2;units,https://api.github.com/repos/astropy/astropy/issues/5121,b'Resolve v1.2 ImportError when a constant is imported before the units package',"b'I am getting a strange `ImportError` with `astropy` v1.2: \r\nthe following lines\r\n```\r\nfrom astropy.constants import G\r\nimport astropy.units as u\r\n```\r\ngive\r\n```\r\nTraceback (most recent call last):\r\n  File ""test.py"", line 9, in <module>\r\n    import astropy.units as u\r\n  File ""....../lib/python3.4/site-packages/astropy/units/__init__.py"", line 18, in <module>\r\n    from . import si\r\nImportError: cannot import name \'si\'\r\n```\r\nwhereas importing `astropy.units` first gives no error. The issue is absent in previous versions of `astropy`.'"
5118,161061762,parejkoj,eteq,2016-06-19 07:58:52,2016-06-22 14:07:29,2016-06-22 14:05:25,closed,,v1.2.1,2,Affects-release;Bug;Duplicate;io.fits,https://api.github.com/repos/astropy/astropy/issues/5118,"b""Fix CompImageHDU's made from ImageHDUs with BSCALE/BZERO.""","b""If an existing ImageHDU containing BSCALE/BZERO is turned into a CompImageHDU,\r\nthe TFIELDS keyword don't get placed in the correct location (immediately\r\nfollowing GCOUNT), resulting in an invalid CompImageHDU. This fixes this behavior in the file I originally had trouble with, but I was not able to come up with a minimal example to turn into a proper test. It passes all the io.fits tests on my local copy, but it appears CompImageHDUs don't have good test coverage, so I can't promise this change is safe (though I believe it more closely matches the FITS standard, which is the important thing).\r\n\r\nSaid minimal example should look something like the below, but this doesn't actually produce the failure on the old code:\r\n\r\n```python\r\nfrom astropy.io import fits\r\nimport numpy as np\r\n\r\nx = np.random.random((100, 100))*100\r\n\r\nx0 = fits.PrimaryHDU()\r\nx1 = fits.ImageHDU(x)\r\nx2 = fits.ImageHDU(np.array(x-50, dtype=int), uint=True)\r\nx2.header['BZERO'] = 32768\r\nx2.header['BSCALE'] = 1\r\nx3 = fits.ImageHDU(x*3)\r\nx4 = fits.BinTableHDU()\r\nhdus = fits.HDUList([x0, x1, x2, x3, x4])\r\nhdus.writeto('3hdus.fits')\r\n\r\n# fitsverify (based on cfitsio) should fail on this file, only seeing the first HDU.\r\ndata = fits.open('3hdus.fits')\r\nfor i in [1, 2, 3]:\r\n    data[i] = fits.CompImageHDU(data=data[i].data, header=data[i].header)\r\ndata.writeto('3hdus_comp.fits')\r\n```\r\n\r\nFor further details, see my recent emails to astropy and astropy-dev."""
