issue,id,reporter,closed_by,created_at,updated_at,closed_at,state,assignee,milestone,comments,label_name,url,title,body
7853,166636764,charris,charris,2016-07-20 17:26:13,2016-07-25 20:10:42,2016-07-25 20:07:18,closed,,,12,11 - Bug;component: Other,https://api.github.com/repos/numpy/numpy/issues/7853,b'    BUG: Make sure numpy globals keep identity after reload.     ',b'    Reloading currently causes problems because global classes defined in\r\n    numpy/__init__.py change their identity (a is b) after reload. The solution here is to\r\n    raise an error when a reload is attempted.\r\n\r\n    Closes #7844.\r\n'
7844,166023540,cgohlke,charris,2016-07-18 05:58:27,2016-07-25 20:07:29,2016-07-25 20:07:29,closed,,1.11.2 release,13,11 - Bug;component: numpy.core,https://api.github.com/repos/numpy/numpy/issues/7844,b'reload(numpy);numpy.max([]) raises TypeError',"b'Using `maintenance/1.11.x` on Windows (msvc builds), the following code fails:\r\n```Python\r\nPython 3.5.2 (v3.5.2:4def2a2901a5, Jun 25 2016, 22:18:55) [MSC v.1900 64 bit (AMD64)] on win32\r\nType ""help"", ""copyright"", ""credits"" or ""license"" for more information.\r\n>>> from importlib import reload\r\n>>> import numpy\r\n>>> reload(numpy)\r\n<module \'numpy\' from \'X:\\\\Python35\\\\lib\\\\site-packages\\\\numpy\\\\__init__.py\'>\r\n>>> numpy.max([])\r\nTraceback (most recent call last):\r\n  File ""X:\\Python35\\lib\\site-packages\\numpy\\core\\fromnumeric.py"", line 2290, in amax\r\n    amax = a.max\r\nAttributeError: \'list\' object has no attribute \'max\'\r\n\r\nDuring handling of the above exception, another exception occurred:\r\n\r\nTraceback (most recent call last):\r\n  File ""<stdin>"", line 1, in <module>\r\n  File ""X:\\Python35\\lib\\site-packages\\numpy\\core\\fromnumeric.py"", line 2293, in amax\r\n    out=out, **kwargs)\r\n  File ""X:\\Python35\\lib\\site-packages\\numpy\\core\\_methods.py"", line 26, in _amax\r\n    return umr_maximum(a, axis, None, out, keepdims)\r\nTypeError: an integer is required (got type type)\r\n```\r\nI traced this to #7736, backport of #4619 '"
7839,165792113,mattip,njsmith,2016-07-15 13:55:56,2016-07-19 01:50:30,2016-07-19 01:50:30,closed,,,3,11 - Bug;component: numpy.core;component: numpy.distutils,https://api.github.com/repos/numpy/numpy/issues/7839,b'Pypy fixes',"b'two simple fixes for PyPy:\r\n\r\n1. When PyType_Ready is called, function slots like tp_as_number.nb_add are wrapped into a Python function and put into the Python type object. Any that are NULL are ignored. Later, when umath is imported, these are overloaded for scalars. Before this patch the functions were NULL when PyType_Ready was called, so PyPy was ignoring the overload.\r\n\r\n2. PyPy has no Makefile'"
7822,164832797,samuelstjean,samuelstjean,2016-07-11 13:08:07,2016-07-18 11:17:11,2016-07-18 11:17:11,closed,,,2,04 - Documentation;11 - Bug,https://api.github.com/repos/numpy/numpy/issues/7822,b'Math does not render in tensordot doc',"b""Seems like the math from the docstring are not rendered properly in latex when viewing online [1], making it harder to decipher the function usage. In the note section which reads\r\n~~~\r\nNotes\r\n\r\nThree common use cases are:\r\naxes = 0 : tensor product $aotimes b$ axes = 1 : tensor dot product $acdot b$ axes = 2 : (default) tensor double contraction $a:b$\r\n~~~\r\nThe math is not rendered properly.\r\nProbably missing a little something like double $$, I just honestly don't know how to fix it.\r\n\r\n[1] https://docs.scipy.org/doc/numpy/reference/generated/numpy.tensordot.html#numpy.tensordot"""
7821,164742558,charris,charris,2016-07-11 00:39:13,2016-07-11 01:45:22,2016-07-11 01:45:22,closed,,1.11.2 release,0,00 - Backport;11 - Bug;component: numpy.core,https://api.github.com/repos/numpy/numpy/issues/7821,"b'Backport 7817, BUG: Make sure npy_mul_with_overflow_<type> detects overflow.'",b'Backport #7817 \r\n\r\n    BUG: Make sure npy_mul_with_overflow_<type> detects overflow.\r\n    \r\n    The previous check for overflow would fail with signed integers as it\r\n    was designed to check for overflow of the larger corresponding unsigned\r\n    type.\r\n'
7819,164730336,cgohlke,cgohlke,2016-07-10 19:35:35,2016-07-13 13:51:18,2016-07-12 21:52:40,closed,,,11,11 - Bug;component: numpy.core,https://api.github.com/repos/numpy/numpy/issues/7819,"b'numpy.zeros((0, 2**31-1)) raises MemoryError'","b'Using numpy-1.11.1 with the patch for issue #7813 on 64-bit Python, creating an array of size=0 several times raises `MemoryError` on a Windows 10 system with 32 GB RAM:\r\n```Python\r\nPython 2.7.12 (v2.7.12:d33e0cf91556, Jun 27 2016, 15:24:40) [MSC v.1500 64 bit (AMD64)] on win32\r\nType ""help"", ""copyright"", ""credits"" or ""license"" for more information.\r\n>>> import numpy\r\n>>> a = numpy.zeros((0, 2**31-1))\r\n>>> a.size\r\n0\r\n>>> a = numpy.zeros((0, 2**31-1))\r\n>>> a = numpy.zeros((0, 2**31-1))\r\nTraceback (most recent call last):\r\n  File ""<stdin>"", line 1, in <module>\r\nMemoryError\r\n``` \r\nAccording to the the VMMap tool, every call to `numpy.zeros((0, 2**31-1))` allocates ~16GB on the heap.\r\nI would not expect the creation of an array of size=0 to fail with `MemoryError` (64-bit) or `ValueError` (32-bit).\r\n'"
7818,164726864,emmenlau,rgommers,2016-07-10 18:06:25,2016-07-11 06:04:04,2016-07-11 05:30:18,closed,,,2,05 - Testing;11 - Bug;component: numpy.testing,https://api.github.com/repos/numpy/numpy/issues/7818,b'numpy/distutils/misc_util.py fix for #7809: check that _tmpdirs is not None',
7817,164726698,charris,juliantaylor,2016-07-10 18:01:44,2016-07-11 00:39:27,2016-07-10 22:11:48,closed,,,2,11 - Bug;component: numpy.core,https://api.github.com/repos/numpy/numpy/issues/7817,b'BUG: Make sure npy_mul_with_overflow_<type> detects overflow.',b'The previous check for overflow would fail with signed integers as it\r\nwas designed to check for overflow of the larger corresponding unsigned\r\ntype.'
7816,164724672,charris,charris,2016-07-10 17:12:18,2016-07-10 17:53:20,2016-07-10 17:53:19,closed,,1.11.2 release,0,00 - Backport;11 - Bug;component: numpy.core,https://api.github.com/repos/numpy/numpy/issues/7816,b'Backport 7463',"b'Backport of #7463 \r\n\r\nAn error was not being raised when arr.size * arr.dtype.itemsize\r\nwas too large, but only when arr.size was too large alone.\r\n\r\nCloses #7813.'"
7814,164686741,charris,charris,2016-07-09 21:35:07,2016-07-10 17:06:30,2016-07-10 17:06:30,closed,,,0,05 - Testing;11 - Bug;component: numpy.core,https://api.github.com/repos/numpy/numpy/issues/7814,b'TST: Test for segfault in issue 7813.',
